date,serial_number,model,capacity_bytes,failure,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_194_raw,smart_197_raw,smart_198_raw,days_to_failure
2024-03-10,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,15734,1,1,30,0,2,-1
2024-03-11,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,20503,0,1,35,1,1,-1
2024-03-12,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,3,17858,0,0,32,0,2,-1
2024-03-13,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,29441,1,0,34,0,2,-1
2024-03-14,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,7298,0,0,34,2,1,-1
2024-03-15,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,0,7028,1,1,30,2,1,-1
2024-03-16,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,9422,1,0,28,2,0,-1
2024-03-17,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,15472,0,1,29,0,0,-1
2024-03-18,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,11275,1,0,31,0,0,-1
2024-03-19,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,5674,1,1,31,1,0,-1
2024-03-20,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,18340,0,1,33,0,2,-1
2024-03-21,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,25309,1,1,29,2,0,-1
2024-03-22,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,0,25357,1,1,37,2,1,-1
2024-03-23,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,23479,0,1,30,0,0,-1
2024-03-24,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,21266,1,0,32,1,2,-1
2024-03-25,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,12278,0,1,27,2,2,-1
2024-03-26,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,0,17642,0,1,33,1,2,-1
2024-03-27,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,2,29794,1,0,27,0,2,-1
2024-03-28,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,9918,1,0,32,1,1,-1
2024-03-29,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,0,16482,0,1,25,0,1,-1
2024-03-30,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,0,7263,0,1,27,0,2,-1
2024-04-01,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,0,27806,0,1,33,1,2,-1
2024-04-02,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,13133,1,0,35,2,1,-1
2024-04-03,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,3,2401,0,1,29,1,0,-1
2024-04-04,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,5085,1,1,32,0,1,-1
2024-04-05,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,11354,0,1,36,1,0,-1
2024-04-06,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,2049,0,0,30,2,2,-1
2024-04-07,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,3985,1,1,38,2,2,-1
2024-04-08,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,1,19808,0,0,28,1,1,-1
2024-04-09,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,10161,0,1,27,0,0,-1
2024-04-10,DRIVE_0056,HGST HMS5C4040,4000000000000.0,0,4,11580,0,1,35,1,1,-1
2024-01-01,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,10747,0,0,26,2,0,-1
2024-01-02,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,6832,0,0,36,1,1,-1
2024-01-03,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,28359,0,0,33,1,1,-1
2024-01-04,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,11818,1,1,33,0,0,-1
2024-01-05,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,20542,0,0,31,0,1,-1
2024-01-06,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,5620,0,1,28,1,1,-1
2024-01-07,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,1059,1,0,26,2,1,-1
2024-01-08,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,28838,0,0,26,2,1,-1
2024-01-09,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,13888,1,1,29,2,1,-1
2024-01-10,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,9144,0,1,35,1,0,-1
2024-01-11,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,24830,0,1,30,2,2,-1
2024-01-12,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,3382,1,1,25,2,2,-1
2024-01-13,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,15031,1,1,29,2,0,-1
2024-01-14,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,13330,1,0,26,0,1,-1
2024-01-15,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,19803,0,0,32,2,0,-1
2024-01-16,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,15346,0,1,32,1,2,-1
2024-01-17,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,7853,1,0,29,0,0,-1
2024-01-18,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,17779,1,1,35,1,2,-1
2024-01-19,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,24652,1,0,30,2,2,-1
2024-01-20,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,14322,0,1,27,1,0,-1
2024-01-21,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,29765,1,0,31,1,1,-1
2024-01-22,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,16508,1,1,37,0,0,-1
2024-01-23,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,14870,1,0,36,0,2,-1
2024-01-24,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,21857,0,0,34,2,0,-1
2024-01-25,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,21646,0,1,31,1,1,-1
2024-01-26,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,26135,1,0,36,0,2,-1
2024-01-27,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,6620,0,0,33,0,2,-1
2024-01-28,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,3661,0,0,39,0,0,-1
2024-01-29,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,20870,1,0,30,2,1,-1
2024-01-30,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,20377,1,1,36,2,0,-1
2024-02-01,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,28601,0,1,38,2,2,-1
2024-02-02,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,7018,0,1,37,2,1,-1
2024-02-03,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,28563,1,0,27,0,1,-1
2024-02-04,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,27140,1,1,35,2,1,-1
2024-02-05,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,16193,0,0,27,2,0,-1
2024-02-06,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,8792,0,1,37,2,2,-1
2024-02-07,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,27896,1,1,29,0,2,-1
2024-02-08,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,6261,0,1,37,1,1,-1
2024-02-09,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,1010,1,0,33,2,2,-1
2024-02-10,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,3389,0,0,37,0,0,-1
2024-02-11,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,13327,1,1,37,0,0,-1
2024-02-12,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,4839,0,1,38,1,1,-1
2024-02-13,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,6237,1,0,33,1,0,-1
2024-02-14,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,6247,0,0,30,1,1,-1
2024-02-15,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,22452,0,0,34,2,1,-1
2024-02-16,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,18702,1,1,34,0,2,-1
2024-02-17,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,26688,1,1,39,2,2,-1
2024-02-18,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,4911,0,0,26,2,1,-1
2024-02-19,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,5876,1,0,30,2,0,-1
2024-02-20,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,3024,1,1,32,2,0,-1
2024-02-21,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,23953,0,0,34,0,1,-1
2024-02-22,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,12040,1,1,28,1,1,-1
2024-02-23,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,9624,1,1,31,2,1,-1
2024-02-24,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,26748,0,1,25,2,0,-1
2024-02-25,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,24150,1,1,29,0,1,-1
2024-02-26,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,18001,1,0,29,1,0,-1
2024-02-27,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,9105,1,0,38,2,1,-1
2024-02-28,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,10238,0,1,33,2,2,-1
2024-02-29,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,26976,1,1,26,1,1,-1
2024-02-30,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,11740,0,0,34,0,0,-1
2024-03-01,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,14057,0,0,38,2,2,-1
2024-03-02,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,17019,0,0,34,0,0,-1
2024-03-03,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,25137,1,0,27,1,0,-1
2024-03-04,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,4972,0,1,25,0,1,-1
2024-03-05,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,16874,0,1,25,0,2,-1
2024-03-06,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,20788,0,1,35,2,0,-1
2024-03-07,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,1820,0,1,29,0,2,-1
2024-03-08,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,21449,0,1,35,1,1,-1
2024-03-09,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,25279,1,1,38,1,1,-1
2024-03-10,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,17565,0,1,25,2,0,-1
2024-03-11,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,28870,1,0,38,0,2,-1
2024-03-12,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,24036,1,0,28,2,2,-1
2024-03-13,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,5649,1,0,36,0,1,-1
2024-03-14,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,14938,1,1,31,0,0,-1
2024-03-15,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,21394,1,1,30,2,1,-1
2024-03-16,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,14708,0,1,35,2,2,-1
2024-03-17,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,3536,1,0,36,0,0,-1
2024-03-18,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,5634,1,0,32,2,2,-1
2024-03-19,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,1620,0,1,30,1,2,-1
2024-03-20,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,1762,1,0,25,0,2,-1
2024-03-21,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,9388,0,0,29,1,1,-1
2024-03-22,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,29765,0,0,25,2,1,-1
2024-03-23,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,15447,1,1,32,1,1,-1
2024-03-24,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,20838,1,0,25,1,1,-1
2024-03-25,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,23600,0,1,38,0,0,-1
2024-03-26,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,11718,1,0,38,1,2,-1
2024-03-27,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,4,19327,1,1,32,1,1,-1
2024-03-28,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,10042,0,1,26,2,2,-1
2024-03-29,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,29536,0,1,31,0,1,-1
2024-03-30,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,15777,1,0,35,1,1,-1
2024-04-01,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,27919,1,0,29,2,1,-1
2024-04-02,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,14349,0,0,27,0,1,-1
2024-04-03,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,1388,1,0,30,2,2,-1
2024-04-04,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,12849,0,0,33,0,2,-1
2024-04-05,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,3,14008,1,0,36,2,0,-1
2024-04-06,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,10116,0,1,36,2,1,-1
2024-04-07,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,2,4397,0,1,34,2,2,-1
2024-04-08,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,4472,1,0,34,1,1,-1
2024-04-09,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,1,9623,1,1,31,1,0,-1
2024-04-10,DRIVE_0057,HGST HMS5C4040,8000000000000.0,0,0,8546,0,0,34,1,1,-1
2024-01-01,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,3628,0,0,36,2,2,-1
2024-01-02,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,4062,0,1,28,1,1,-1
2024-01-03,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,18102,1,1,37,1,1,-1
2024-01-04,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,21451,0,1,31,2,0,-1
2024-01-05,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,15680,1,0,30,0,0,-1
2024-01-06,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,16065,1,1,30,1,1,-1
2024-01-07,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,7889,0,1,33,0,0,-1
2024-01-08,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,9052,0,0,29,1,2,-1
2024-01-09,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,1620,1,1,36,2,2,-1
2024-01-10,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,28765,1,0,28,2,0,-1
2024-01-11,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,28773,0,1,39,1,0,-1
2024-01-12,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,9682,0,1,33,0,2,-1
2024-01-13,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,16638,1,0,27,0,2,-1
2024-01-14,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,20852,1,1,25,0,1,-1
2024-01-15,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,18581,0,0,38,1,2,-1
2024-01-16,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,2650,0,0,28,1,0,-1
2024-01-17,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,3879,0,0,30,2,0,-1
2024-01-18,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,29172,1,0,29,1,0,-1
2024-01-19,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,5428,1,0,27,1,1,-1
2024-01-20,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,15155,1,1,29,1,2,-1
2024-01-21,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,3642,0,1,34,2,1,-1
2024-01-22,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,27155,1,0,28,2,2,-1
2024-01-23,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,20969,0,0,34,0,0,-1
2024-01-24,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,19097,1,0,25,1,2,-1
2024-01-25,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,16057,1,0,38,0,2,-1
2024-01-26,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,9141,1,0,32,0,1,-1
2024-01-27,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,5106,1,1,32,0,0,-1
2024-01-28,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,7844,1,1,36,1,2,-1
2024-01-29,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,23795,1,1,38,0,1,-1
2024-01-30,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,2758,0,1,35,1,2,-1
2024-02-01,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,9973,0,1,31,0,2,-1
2024-02-02,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,25505,0,1,32,0,1,-1
2024-02-03,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,3594,1,0,33,1,0,-1
2024-02-04,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,27926,0,0,27,0,0,-1
2024-02-05,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,24167,1,1,31,1,2,-1
2024-02-06,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,3045,0,1,29,1,1,-1
2024-02-07,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,21056,0,1,38,2,1,-1
2024-02-08,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,19469,1,1,29,1,0,-1
2024-02-09,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,29758,1,0,27,0,0,-1
2024-02-10,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,28957,0,0,31,2,1,-1
2024-02-11,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,2225,0,1,38,0,2,-1
2024-02-12,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,29276,0,1,27,2,2,-1
2024-02-13,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,4138,1,1,28,2,0,-1
2024-02-14,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,9072,0,0,38,0,2,-1
2024-02-15,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,18727,1,0,36,2,1,-1
2024-02-16,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,19894,0,1,30,0,0,-1
2024-02-17,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,1633,0,0,29,2,2,-1
2024-02-18,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,26214,1,0,33,0,0,-1
2024-02-19,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,2958,1,0,32,2,2,-1
2024-02-20,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,25924,0,0,37,0,0,-1
2024-02-21,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,28193,0,1,36,1,2,-1
2024-02-22,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,9923,1,1,38,2,2,-1
2024-02-23,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,15396,1,0,33,1,2,-1
2024-02-24,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,3234,1,0,34,1,2,-1
2024-02-25,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,29630,1,1,35,1,1,-1
2024-02-26,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,11850,0,0,39,2,2,-1
2024-02-27,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,8114,0,1,31,0,1,-1
2024-02-28,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,2971,1,1,39,0,0,-1
2024-02-29,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,13534,1,0,25,0,2,-1
2024-02-30,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,21032,0,0,32,0,0,-1
2024-03-01,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,1497,1,0,31,1,0,-1
2024-03-02,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,28387,0,0,27,0,0,-1
2024-03-03,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,3253,0,1,35,2,1,-1
2024-03-04,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,14379,0,1,34,2,2,-1
2024-03-05,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,27302,1,0,37,2,2,-1
2024-03-06,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,15248,1,1,28,1,2,-1
2024-03-07,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,24264,0,0,39,0,2,-1
2024-03-08,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,18081,1,1,35,0,2,-1
2024-03-09,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,7532,0,0,39,0,1,-1
2024-03-10,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,6384,0,0,31,0,2,-1
2024-03-11,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,26860,1,1,36,2,0,-1
2024-03-12,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,22541,0,1,28,2,2,-1
2024-03-13,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,10009,0,1,34,0,2,-1
2024-03-14,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,1104,0,1,39,2,2,-1
2024-03-15,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,26100,1,1,26,1,2,-1
2024-03-16,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,28222,1,0,32,1,2,-1
2024-03-17,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,19240,1,0,28,2,0,-1
2024-03-18,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,20371,1,1,32,2,1,-1
2024-03-19,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,13667,1,1,34,1,2,-1
2024-03-20,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,26131,1,0,25,1,1,-1
2024-03-21,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,24953,0,0,36,0,1,-1
2024-03-22,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,7726,1,0,31,0,0,-1
2024-03-23,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,28947,0,1,31,0,1,-1
2024-03-24,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,22350,1,1,38,0,0,-1
2024-03-25,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,16096,1,0,39,0,0,-1
2024-03-26,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,7426,1,0,26,0,2,-1
2024-03-27,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,22295,1,0,32,1,0,-1
2024-03-28,DRIVE_0058,ST8000NM0055,12000000000000.0,0,3,7005,1,0,29,0,1,-1
2024-03-29,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,12925,1,1,29,0,0,-1
2024-03-30,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,1387,1,1,27,0,1,-1
2024-04-01,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,28284,1,1,28,0,2,-1
2024-04-02,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,24647,0,1,36,0,1,-1
2024-04-03,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,15650,1,1,39,2,0,-1
2024-04-04,DRIVE_0058,ST8000NM0055,12000000000000.0,0,0,14682,0,1,37,2,2,-1
2024-04-05,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,15725,0,0,34,0,0,-1
2024-04-06,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,14590,1,0,39,2,0,-1
2024-04-07,DRIVE_0058,ST8000NM0055,12000000000000.0,0,2,6365,0,0,32,0,2,-1
2024-04-08,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,11001,0,0,36,2,2,-1
2024-04-09,DRIVE_0058,ST8000NM0055,12000000000000.0,0,4,5908,1,1,39,0,2,-1
2024-04-10,DRIVE_0058,ST8000NM0055,12000000000000.0,0,1,2575,1,0,27,1,0,-1
2024-01-01,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,18010,1,0,30,0,2,-1
2024-01-02,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,9866,1,0,35,2,2,-1
2024-01-03,DRIVE_0059,ST4000DM000,12000000000000.0,0,0,27670,0,0,27,2,0,-1
2024-01-04,DRIVE_0059,ST4000DM000,12000000000000.0,0,2,26886,1,0,38,0,1,-1
2024-01-05,DRIVE_0059,ST4000DM000,12000000000000.0,0,3,20134,0,1,35,0,2,-1
2024-01-06,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,18326,1,1,36,2,0,-1
2024-01-07,DRIVE_0059,ST4000DM000,12000000000000.0,0,0,27839,1,0,25,2,2,-1
2024-01-08,DRIVE_0059,ST4000DM000,12000000000000.0,0,2,8227,0,0,30,1,1,-1
2024-01-09,DRIVE_0059,ST4000DM000,12000000000000.0,0,2,11015,0,0,25,2,1,-1
2024-01-10,DRIVE_0059,ST4000DM000,12000000000000.0,0,1,8118,0,1,37,2,2,-1
2024-01-11,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,20587,0,0,26,1,0,-1
2024-01-12,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,22971,0,0,26,2,2,-1
2024-01-13,DRIVE_0059,ST4000DM000,12000000000000.0,0,3,10577,1,0,32,1,1,-1
2024-01-14,DRIVE_0059,ST4000DM000,12000000000000.0,0,1,17250,1,0,28,0,2,-1
2024-01-15,DRIVE_0059,ST4000DM000,12000000000000.0,0,1,6971,1,0,39,1,1,-1
2024-01-16,DRIVE_0059,ST4000DM000,12000000000000.0,0,0,17457,1,1,33,1,1,-1
2024-01-17,DRIVE_0059,ST4000DM000,12000000000000.0,0,3,16473,0,0,26,0,2,-1
2024-01-18,DRIVE_0059,ST4000DM000,12000000000000.0,0,1,18682,1,0,37,2,0,-1
2024-01-19,DRIVE_0059,ST4000DM000,12000000000000.0,0,3,21071,0,0,37,1,1,-1
2024-01-20,DRIVE_0059,ST4000DM000,12000000000000.0,0,3,26435,1,0,37,2,1,-1
2024-01-21,DRIVE_0059,ST4000DM000,12000000000000.0,0,0,20178,0,1,34,0,2,-1
2024-01-22,DRIVE_0059,ST4000DM000,12000000000000.0,0,2,18435,1,1,33,1,1,-1
2024-01-23,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,24146,0,0,35,1,0,-1
2024-01-24,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,26853,0,0,32,0,1,-1
2024-01-25,DRIVE_0059,ST4000DM000,12000000000000.0,0,1,10517,0,1,28,1,2,-1
2024-01-26,DRIVE_0059,ST4000DM000,12000000000000.0,0,4,20451,1,0,28,2,2,-1
2024-01-27,DRIVE_0059,ST4000DM000,12000000000000.0,0,3,19986,1,0,39,1,2,-1
